User;Follower Count;First Tweet Date;Last Tweet Date;Time Between T1 Tn;Avg Tweets Per Day;Tweet Total;Retweet Total;Favorite Total;Avg Favorites;Average Retweets;Avg Inter Per Tweet;Avg Int Per Tweet Per Follower
GanderOutdoors;137699;2017-10-02 14:45:02;2017-07-24 14:16:53;70;2.857142857142857;200;15694;1745;8.725;78.47;249.1285714285714;0.0018092257128125215
Supreme_NYC;137632;2015-12-19 15:54:11;2015-12-19 15:54:11;1;1.0;1;2512;4745;4745.0;2512.0;7257.0;0.05272756335735875
Uverse;137281;2017-10-03 14:07:01;2017-09-12 00:39:32;21;9.523809523809524;200;336;429;2.145;1.68;36.42857142857143;0.0002653577073926576
Raytheon;136951;2017-10-03 16:00:10;2017-08-15 16:44:32;48;4.166666666666667;200;3314;6066;30.33;16.57;195.41666666666669;0.0014269093812142057
Prince_Tennis;136852;2017-10-02 23:11:01;2016-12-04 18:07:09;302;0.6622516556291391;200;3943;2409;12.045;19.715;21.033112582781456;0.00015369240188511279
KmartDeals;136831;2015-11-11 14:54:36;2015-08-11 17:04:59;91;2.197802197802198;200;1118;572;2.86;5.59;18.571428571428573;0.00013572530034442907
comScore;136460;2017-10-03 15:00:52;2017-06-16 16:05:18;108;1.8518518518518519;200;712;964;4.82;3.56;15.518518518518519;0.00011372210551457217
Reading_Deals;136219;2017-10-03 16:14:15;2017-09-29 20:11:44;3;66.66666666666667;200;43;49;0.245;0.215;30.666666666666664;0.00022512767430877238
SEPTA;136244;2017-10-03 16:18:04;2017-10-01 01:00:45;2;100.0;200;31;37;0.185;0.155;34.0;0.00024955227386160126
TechPayout;136041;2017-10-03 16:33:01;2017-06-25 04:32:58;100;2.0;200;9;16;0.08;0.045;0.25;1.8376812872589881e-06
CruiseNorwegian;135921;2017-10-03 10:17:23;2017-08-15 18:46:33;48;4.166666666666667;200;1889;6276;31.38;9.445;170.10416666666666;0.0012514929015138695
OlaySkin;135681;2017-10-03 15:56:00;2017-07-28 17:32:54;66;3.0303030303030303;200;399;490;2.45;1.995;13.469696969696969;9.92747471620711e-05
DashBurst;135628;2017-10-02 22:26:38;2017-08-02 21:02:50;61;3.278688524590164;200;1113;282;1.41;5.565;22.86885245901639;0.00016861453725643962
ModCloth;135592;2017-10-03 15:09:12;2017-08-22 18:10:43;41;4.878048780487805;200;262;467;2.335;1.31;17.78048780487805;0.0001311322777514754
Visually;135579;2017-08-16 21:00:22;2016-07-12 20:00:04;400;0.5;200;621;1038;5.19;3.105;4.1475;3.05910207332994e-05
jrmusicoffic;135148;2017-10-02 19:46:54;2017-08-17 19:13:36;46;4.3478260869565215;200;10088;658;3.29;50.44;233.60869565217394;0.0017285397908379993
WildLandons;135004;2016-11-24 16:21:47;2016-03-02 16:47:04;266;0.7481203007518797;199;349;482;2.422110552763819;1.7537688442211055;3.1240601503759398;2.3140500654617195e-05
kroger;134973;2017-10-03 16:34:01;2017-09-27 23:18:00;5;40.0;200;51;116;0.58;0.255;33.4;0.0002474568987871648
BofAML;134880;2017-10-03 13:45:30;2017-07-11 19:22:27;83;2.4096385542168677;200;2575;5365;26.825;12.875;95.66265060240964;0.0007092426646086124
BrooklynBrewery;134793;2017-10-03 16:01:43;2017-08-29 13:53:01;35;5.714285714285714;200;314;854;4.27;1.57;33.37142857142857;0.00024757538278270065
spitfirewheels;134771;2017-10-02 22:30:33;2017-01-23 19:22:28;252;0.7936507936507936;200;6388;20798;103.99;31.94;107.88095238095238;0.0008004760102763382
nordstromrack;134702;2017-10-02 23:23:36;2017-08-23 17:16:18;40;5.0;200;1329;16354;81.77;6.645;442.07500000000005;0.0032818740627459137
ParkPlaceCareer;134643;2017-10-03 00:40:38;2017-07-28 07:40:05;66;3.0303030303030303;200;23;30;0.15;0.115;0.803030303030303;5.964144463732262e-06
EvoShield;134619;2017-10-01 01:46:19;2017-04-23 23:30:03;160;1.25;200;2522;7570;37.85;12.61;63.075;0.00046854455908898446
cobragolf;134389;2017-10-03 09:28:12;2017-06-15 15:02:03;109;1.834862385321101;200;5370;6569;32.845;26.85;109.53211009174312;0.0008150377641900983
esurance;134332;2017-10-03 16:23:33;2017-03-27 16:02:30;190;1.0526315789473684;200;3091;5459;27.295;15.455;45.0;0.00033499091802400026
SennheiserUSA;133544;2017-10-03 14:24:13;2017-08-22 13:30:16;42;4.761904761904762;200;534;1280;6.4;2.67;43.19047619047619;0.00032341757166534017
MSStudiosBlog;133472;2017-09-29 16:49:09;2017-06-14 23:33:24;106;1.8867924528301887;200;13730;8755;43.775;68.65;212.12264150943398;0.00158926697366814
ClifBar;133376;2017-10-02 15:35:38;2017-07-26 23:17:00;67;2.985074626865672;200;80;367;1.835;0.4;6.671641791044776;5.002130661471911e-05
AceHardware;133164;2017-10-03 11:57:27;2017-02-25 15:58:07;219;0.91324200913242;200;754;1311;6.555;3.77;9.429223744292237;7.080910564636266e-05
ScottKay;133110;2017-10-02 21:00:35;2016-12-30 22:16:17;275;0.7272727272727273;200;286;626;3.13;1.43;3.3163636363636364;2.4914458991538098e-05
DoubleFine;132612;2017-09-29 22:36:31;2017-07-28 22:46:02;62;3.2096774193548385;199;4081;3044;15.296482412060302;20.507537688442213;114.91935483870968;0.0008665833773618502
HardRockHotelLV;132473;2017-10-02 20:51:45;2017-08-20 04:56:12;43;4.651162790697675;200;2303;1787;8.935;11.515;95.11627906976744;0.0007180050204174998
InvescoUS;132399;2017-10-03 15:30:06;2017-07-10 00:15:04;85;2.3529411764705883;200;453;632;3.16;2.265;12.764705882352942;9.641089345352263e-05
XboxSupport1;132092;2016-03-02 16:12:31;2016-02-22 20:42:31;8;25.0;200;6;59;0.295;0.03;8.125;6.151015958574327e-05
ExcaliburVegas;132099;2017-10-03 02:20:06;2017-07-11 00:21:31;84;2.380952380952381;200;84242;2287;11.435;421.21;1030.107142857143;0.007797993496219827
DellEMC;132038;2017-10-03 14:15:01;2017-09-10 13:01:15;23;8.695652173913043;200;3820;1723;8.615;19.1;241.0;0.0018252321301443523
udisglutenfree;131907;2017-10-03 12:58:34;2017-07-11 16:44:06;83;2.4096385542168677;200;191;464;2.32;0.955;7.891566265060241;5.982674357737074e-05
chictopia;131724;2017-09-18 22:30:38;2016-01-30 23:01:01;596;0.33557046979865773;200;1214;2348;11.74;6.07;5.976510067114094;4.537145901365046e-05
RowdyGentleman;131659;2017-10-03 15:01:27;2017-08-18 19:30:43;45;4.444444444444445;200;563;3316;16.58;2.815;86.19999999999999;0.0006547216673375917
sprintcare;131612;2017-10-03 16:28:44;2017-10-03 01:20:49;1;200.0;200;3;13;0.065;0.015;16.0;0.0001215694617512081
IBMcloud;131340;2017-10-03 16:05:02;2017-08-20 12:03:01;44;4.545454545454546;200;11245;2481;12.405;56.225;311.95454545454544;0.002375167850270637
NetApp;131141;2017-10-03 16:23:24;2017-08-30 21:35:46;33;6.0606060606060606;200;996;1098;5.49;4.98;63.45454545454545;0.00048386504185987184
ciscoDC;131109;2017-09-30 20:00:02;2017-06-27 23:06:57;94;2.127659574468085;200;1604;2016;10.08;8.02;38.51063829787234;0.00029372993690648496
UVEFE__Dreams;130014;2017-09-05 16:19:51;2016-01-18 20:43:23;595;0.334453781512605;199;192;236;1.185929648241206;0.964824120603015;0.719327731092437;5.532694410543764e-06
fancy;129918;2017-09-30 16:08:16;2017-04-01 22:57:57;181;1.1049723756906078;200;4290337;54;0.27;21451.685;23703.81767955801;0.18245214427221795
strandbookstore;129712;2017-10-03 14:50:31;2017-09-01 19:39:07;31;6.451612903225806;200;867;1661;8.305;4.335;81.54838709677419;0.000628688071240704
KimbleHairCare;129258;2017-10-03 03:47:04;2017-05-30 16:49:55;125;1.6;200;2065697;4753;23.765;10328.485;16563.600000000002;0.12814371257485033
Wahlburgers;129053;2017-10-03 15:00:16;2017-07-06 19:01:11;88;2.272727272727273;200;4008;32304;161.52;20.04;412.6363636363636;0.0031974178332651207
Namecheap;128622;2017-10-03 16:20:41;2017-09-23 17:50:45;9;22.22222222222222;200;12;74;0.37;0.06;9.555555555555555;7.429176622627199e-05
adidasFballUS;128476;2017-10-03 14:27:22;2017-09-15 19:44:17;17;11.764705882352942;200;1893;6664;33.32;9.465;503.3529411764706;0.003917875254339103
nintendolife;128239;2017-10-03 16:20:11;2017-09-27 11:40:05;6;33.333333333333336;200;7136;11138;55.69;35.68;3045.6666666666665;0.023749925269743732
Applegate;127879;2017-10-03 14:05:19;2017-07-15 14:05:14;80;2.5;200;1034;2237;11.185;5.17;40.8875;0.00031973584404006915
MenswearDeals;127817;2017-10-03 15:48:14;2017-09-21 17:39:29;11;18.181818181818183;200;1209;5139;25.695;6.045;577.0909090909091;0.004514977734502524
Prudential;127795;2017-10-03 16:20:34;2017-07-01 13:00:06;94;2.127659574468085;200;9808;53875;269.375;49.04;677.4787234042553;0.0053012928784714215
ShutterflyWed;127698;2017-09-30 16:37:49;2017-08-14 00:45:15;47;4.25531914893617;200;10;51;0.255;0.05;1.297872340425532;1.0163607420832997e-05
MILKSHAKES247;127688;2016-07-26 23:57:28;2016-01-03 23:59:48;204;0.9803921568627451;200;62;62;0.31;0.31;0.6078431372549019;4.76037793101076e-06
IDC;127688;2017-10-03 14:00:03;2017-07-19 18:00:14;75;2.6666666666666665;200;1729;1074;5.37;8.645;37.373333333333335;0.0002926926048910887
ZOWIEbyBenQUSA;127494;2017-10-03 00:26:00;2017-05-24 14:31:05;131;1.5267175572519085;200;445;1613;8.065;2.225;15.709923664122138;0.0001232208861916807
cocacolarewards;127432;2017-09-27 15:38:12;2017-05-02 18:02:00;147;1.3605442176870748;200;87;275;1.375;0.435;2.4625850340136055;1.932469892973198e-05
3DRobotics;127473;2017-09-30 23:44:12;2017-03-20 00:07:47;194;1.0309278350515463;200;2268;3274;16.37;11.34;28.567010309278352;0.00022410243980512228
