User "Follower Count" "First Tweet Date" "Last Tweet Date" "Time Between T1 Tn" "Avg Tweets Per Day" "Tweet Total" "Retweet Total" "Favorite Total" "Avg Favorites" "Average Retweets" "Avg Inter Per Tweet" "Avg Int Per Tweet Per Follower"
coldplay 23926335 "2017-09-19 17:02:19" "2017-07-18 11:18:19" 63 3.1746031746031744 200 156190 765840 3829.2 780.95 14635.396825396827 0.0006116856938347151
FCBarcelona 23997395 "2017-09-21 14:01:44" "2017-09-15 14:07:31" 5 40.0 200 140557 427431 2137.155 702.785 113597.6 0.00473374714213772
zaynmalik 23892231 "2017-09-20 00:35:55" "2017-02-05 19:35:50" 226 0.8761061946902655 198 4856243 11082907 55974.27777777778 24526.4797979798 70527.21238938053 0.0029518889378468056
kourtneykardash 22938892 "2017-09-20 17:45:57" "2017-06-01 17:30:32" 111 1.8018018018018018 200 86160 357166 1785.83 430.8 3993.927927927928 0.00017411163224134488
KylieJenner 22883000 "2017-09-20 18:43:53" "2017-06-22 22:04:48" 89 2.2134831460674156 197 224814 1091325 5539.720812182741 1141.1878172588833 14788.078651685393 0.0006462473736697721
chrisbrown 22981743 "2017-09-21 06:28:43" "2017-06-09 02:32:28" 104 1.9230769230769231 200 464841 1393851 6969.255 2324.205 17872.03846153846 0.0007776624454262874
TheEconomist 21984867 "2017-09-21 13:38:29" "2017-09-18 19:26:35" 2 100.0 200 15429 20986 104.93 77.145 18207.5 0.00082818331354927
davidguetta 21913271 "2017-09-18 10:31:15" "2017-05-29 13:35:15" 111 1.8018018018018018 200 742760 214446 1072.23 3713.8 8623.477477477478 0.000393527624309373
aamir_khan 21900695 "2017-09-20 12:37:38" "2015-06-05 17:18:52" 837 0.23894862604540024 200 481591 2021344 10106.72 2407.955 2990.364396654719 0.00013654198630019362
Eminem 21250022 "2017-09-20 14:10:15" "2015-06-02 04:05:08" 841 0.23662306777645659 199 690366 1448441 7278.597989949749 3469.175879396985 2543.1712247324613 0.00011967852196729308
BBCWorld 21286784 "2017-09-21 14:18:25" "2017-09-19 08:24:25" 2 100.0 200 47671 36634 183.17 238.355 42152.5 0.001980219275960145
AvrilLavigne 21229187 "2017-09-09 22:55:42" "2016-05-12 23:19:44" 484 0.41115702479338845 199 410906 1073377 5393.854271356784 2064.854271356784 3066.7004132231405 0.00014445679965149587
NICKIMINAJ 21145922 "2017-09-21 00:37:51" "2017-08-22 04:25:57" 29 6.862068965517241 199 681358 1857131 9332.316582914573 3423.9095477386936 87534.10344827586 0.004139526450928735
PMOIndia 21000288 "2017-09-21 06:28:45" "2017-09-05 04:43:09" 16 12.5 200 202740 697067 3485.335 1013.7 56237.9375 0.0026779602974968723
edsheeran 20451765 "2017-07-17 19:16:43" "2017-03-03 15:39:58" 136 1.4705882352941178 200 1234841 5708434 28542.17 6174.205 51053.492647058825 0.0024962878581412814
POTUS 20346583 "2017-09-21 03:15:02" "2017-08-23 07:18:52" 28 7.142857142857143 200 1609788 19694 98.47 8048.94 58195.78571428572 0.002860224034388758
deepikapadukone 20360389 "2017-09-21 06:17:23" "2017-02-15 05:09:57" 218 0.9174311926605505 200 125388 675616 3378.08 626.94 3674.3302752293575 0.0001804646402006051
akshaykumar 20468786 "2017-09-18 22:37:39" "2017-08-11 02:53:45" 38 5.2631578947368425 200 165990 1179536 5897.68 829.95 35408.57894736842 0.0017298817305221922
blakeshelton 20179813 "2017-09-20 22:28:08" "2017-04-04 23:03:45" 168 1.1904761904761905 200 181350 741086 3705.43 906.75 5490.690476190477 0.0002720882733745093
NatGeo 19681215 "2017-09-21 14:29:07" "2017-09-08 01:01:05" 13 15.384615384615385 200 78102 203216 1016.08 390.51 21639.846153846156 0.0010995177967338986
pryankachopra 1651 "2012-10-14 15:37:27" "2011-06-21 15:08:14" 481 0.0498960498960499 24 22 122 5.083333333333333 0.9166666666666666 0.2993762993762994 0.00018133028429818254
MohamadAlarefe 19250359 "2017-09-21 07:23:10" "2017-08-28 15:02:18" 23 8.695652173913043 200 609189 268707 1343.535 3045.945 38169.391304347824 0.0019827885445849514
sachin_rt 19286537 "2017-09-19 16:13:57" "2017-05-20 05:16:23" 122 1.639344262295082 200 381746 3110646 15553.23 1908.73 28626.16393442623 0.0014842562941406344
ricky_martin 19036441 "2017-09-20 12:15:48" "2016-07-22 15:24:06" 424 0.4716981132075472 200 224344 879606 4398.03 1121.72 2603.655660377359 0.00013677218658557862
MariahCarey 18974488 "2017-09-18 23:03:20" "2017-02-25 09:30:50" 205 0.975609756097561 200 150065 419062 2095.31 750.325 2776.2292682926827 0.00014631379082759348
iHrithik 19088465 "2017-09-19 15:26:04" "2017-02-02 13:33:54" 229 0.8733624454148472 200 133586 1016332 5081.66 667.93 5021.475982532751 0.0002630633726982631
Google 18897930 "2017-09-21 09:21:55" "2017-09-13 23:09:20" 7 28.571428571428573 200 14586 24036 120.18 72.93 5517.428571428572 0.0002919594141489873
aplusk 18726380 "2017-09-12 19:00:05" "2017-04-28 03:08:48" 137 1.4598540145985401 200 127425 253816 1269.08 637.125 2782.78102189781 0.00014860218696287325
Reuters 18730584 "2017-09-21 14:29:10" "2017-09-20 19:33:14" 1 200.0 200 11997 13080 65.4 59.985 25077.0 0.0013388263814945653
andresiniesta8 18514213 "2017-09-19 22:31:01" "2017-01-31 11:27:31" 231 0.8658008658008658 200 432032 2144011 10720.055 2160.16 11151.701298701299 0.0006023319110945358
LeoDiCaprio 18328125 "2017-09-20 19:32:35" "2017-03-10 16:20:19" 194 1.0309278350515463 200 477797 634560 3172.8 2388.985 5733.798969072165 0.00031284154647964074
imVkohli 18355116 "2017-09-20 16:39:38" "2017-01-11 05:54:58" 252 0.7936507936507936 200 597798 5231792 26158.96 2988.99 23133.29365079365 0.001260318575529223
HillaryClinton 18224373 "2017-09-20 12:59:46" "2016-11-08 05:47:23" 316 0.6329113924050633 200 5489353 16304192 81520.96 27446.765 68966.91455696203 0.0037843230358027696
MesutOzil1088 18046927 "2017-09-21 09:53:46" "2016-11-11 20:52:11" 313 0.6389776357827476 200 766968 2506479 12532.395 3834.84 10458.297124600638 0.0005795057033588399
shugairi 17575836 "2017-06-25 06:37:28" "2016-10-04 13:44:48" 263 0.7604562737642585 200 150693 210602 1053.01 753.465 1373.7452471482889 7.816101875030518e-05
ChampionsLeague 17726716 "2017-09-21 14:22:56" "2017-09-13 08:46:40" 8 25.0 200 201505 536322 2681.61 1007.525 92228.375 0.005202789676328092
AlejandroSanz 17640827 "2017-09-21 11:36:19" "2017-08-10 10:00:06" 42 4.761904761904762 200 1138866 437232 2186.16 5694.33 37526.142857142855 0.0021272326324124633
SnoopDogg 17438763 "2017-09-21 10:01:13" "2017-08-25 22:16:57" 26 7.6923076923076925 200 45042 203481 1017.405 225.21 9558.576923076924 0.000548122416886847
Dr_alqarnee 17203501 "2017-09-21 12:40:09" "2017-09-07 06:10:13" 14 14.214285714285714 199 829269 530461 2665.6331658291456 4167.180904522613 97123.57142857142 0.005645570132996268
TwitterVideo 17041757 "2017-09-21 00:36:40" "2017-08-14 20:16:47" 37 5.405405405405405 200 2948598 10180 50.9 14742.99 79966.97297297297 0.004692413638627341
KDTrey5 16929497 "2017-09-21 03:36:23" "2017-07-25 19:31:10" 57 3.508771929824561 200 195246 716243 3581.215 976.23 15991.035087719298 0.0009445664621765961
agnezmo 16881991 "2017-09-21 07:14:57" "2015-12-01 18:27:20" 659 0.30349013657056145 200 107994 135087 675.435 539.97 368.8634294385432 2.18495217441203e-05
RyanSeacrest 16655587 "2017-09-20 22:40:36" "2017-07-31 17:17:12" 51 3.9215686274509802 200 123773 141988 709.94 618.865 5211.0 0.0003128679883813161
JimCarrey 16625390 "2017-09-19 04:15:55" "2014-11-01 21:09:43" 1052 0.18916349809885932 199 410674 1306494 6565.29648241206 2063.688442211055 1632.2889733840302 9.818049221004922e-05
xtina 16506049 "2017-09-01 03:09:24" "2015-09-29 22:16:35" 702 0.2849002849002849 200 400879 742632 3713.16 2004.395 1628.9330484330485 9.868703579112412e-05
arrahman 16543496 "2017-09-21 13:12:56" "2017-04-05 00:41:58" 169 1.183431952662722 200 184821 904746 4523.73 924.105 6447.142011834319 0.00038970856050222515
